A_id,B_id,risk,reason
0,1,0.333,Без B возможны задержки или перераспределение ресурсов.
0,2,0.4167,Без B возможны задержки или перераспределение ресурсов.
0,3,0.16666666666666666,Без B возможны задержки или перераспределение ресурсов.
0,4,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,5,0.5,Без B выполнение A невозможно.
0,6,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,7,0.16666666666666666,Без B возможны задержки или перераспределение ресурсов.
0,8,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,9,0.25,Без B возможны задержки или перераспределение ресурсов.
0,10,0.08333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,11,0.25,Без B возможны задержки или перераспределение ресурсов.
0,12,0.25,Без B возможны задержки или перераспределение ресурсов.
0,13,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,14,0.25,Без B возможны задержки или перераспределение ресурсов.
0,15,0.5,Без B выполнение A невозможно.
0,16,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,17,0.16666666666666666,Без B возможны задержки или перераспределение ресурсов.
0,18,0.4166666666666667,Без B возможны задержки или перераспределение ресурсов.
0,19,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,20,0.5,Без B возможны задержки или перераспределение ресурсов.
0,21,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,22,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,23,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,24,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,25,0.4166666666666667,Без B возможны задержки или перераспределение ресурсов.
0,26,0.6667,Без B выполнение A невозможно.
0,27,0.33,Без B возможны задержки или перераспределение ресурсов.
0,28,0.25,Без B возможны задержки или перераспределение ресурсов.
0,29,0.16666666666666666,Без B возможны задержки или перераспределение ресурсов.
0,30,0.5833333333333334,Без B выполнение A невозможно.
0,31,0.25,Без B возможны задержки или перераспределение ресурсов.
0,32,0.67,Без B выполнение A невозможно.
0,33,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,34,0.4166666666666667,Без B возможны задержки или перераспределение ресурсов.
0,35,0.5833333333333334,Без B выполнение A невозможно.
0,36,0.25,Без B возможны задержки или перераспределение ресурсов.
0,37,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,38,0.4167,Без B возможны задержки или перераспределение ресурсов.
0,39,0.5,Без B выполнение A невозможно.
0,40,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,41,0.4166666666666667,Без B возможны задержки или перераспределение ресурсов.
0,42,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,43,0.5,Без B выполнение A невозможно.
0,44,0.4166666666666667,Без B возможны задержки или перераспределение ресурсов.
0,45,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,46,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,47,0.25,Без B возможны задержки или перераспределение ресурсов.
0,48,0.5,Без B возможны задержки или перераспределение ресурсов.
0,49,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,50,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,51,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,52,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,53,0.25,Без B возможны задержки или перераспределение ресурсов.
0,54,0.25,Без B возможны задержки или перераспределение ресурсов.
0,55,0.25,Без B возможны задержки или перераспределение ресурсов.
0,56,0.25,Без B возможны задержки или перераспределение ресурсов.
0,57,0.25,Без B возможны задержки или перераспределение ресурсов.
0,58,0.333,Без B возможны задержки или перераспределение ресурсов.
0,59,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,60,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,61,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,62,0.25,Без B возможны задержки или перераспределение ресурсов.
0,63,0.6666666666666666,Без B выполнение A невозможно.
0,64,0.33,Без B возможны задержки или перераспределение ресурсов.
0,65,0.25,Без B возможны задержки или перераспределение ресурсов.
0,66,0.25,Без B возможны задержки или перераспределение ресурсов.
0,67,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,68,0.1667,Без B возможны задержки или перераспределение ресурсов.
0,69,0.25,Без B возможны задержки или перераспределение ресурсов.
0,70,0.25,Без B возможны задержки или перераспределение ресурсов.
0,71,0.16666666666666666,Без B возможны задержки или перераспределение ресурсов.
0,72,0.25,Без B возможны задержки или перераспределение ресурсов.
0,73,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,74,0.0,Без B возможны задержки или перераспределение ресурсов.
0,75,0.1667,Без B возможны задержки или перераспределение ресурсов.
0,76,0.25,Без B возможны задержки или перераспределение ресурсов.
0,77,0.25,Без B возможны задержки или перераспределение ресурсов.
0,78,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
0,79,0.16666666666666666,Без B возможны задержки или перераспределение ресурсов.
1,0,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
1,2,0.16666666666666666,Без B возможны задержки или перераспределение ресурсов.
1,3,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
1,4,0.3333333333333333,Без B возможны задержки или перераспределение ресурсов.
1,5,0.333,Без B возможны задержки или перераспределение ресурсов.
1,6,0.4166666666666667,Без B возможны задержки или перераспределение ресурсов.
1,7,0.0,Без B возможны задержки или перераспределение ресурсов.
1,8,0.0,Без B возможны задержки или перераспределение ресурсов.
